./,.\,<!--,-->,/*,*/,--,',/\,&,;,=,",",\,"""",(),<>,*,!,#,|,~,.,:,OtherSpecialChar,SQLKeyword,HTMLKeyword,JavaScript,Command,Number,PureString,HexString,UnicodeString,MixString,LFI,RFI,CRLF,EXT,Label
0,0,0,0,0,0,2,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,1,4,28,5,6,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,18,1,0,0,1,7,24,5,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,5,8,2,8,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,1,2,10,3,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,17,6,0,0,0,3,6,3,0,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,2,4,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,5,2,2,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,3,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,14,1,0,0,1,7,24,4,3,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,2,4,27,3,9,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,2,0,27,7,0,0,1,7,29,4,5,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,3,3,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,5,4,3,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,2,8,5,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,17,1,0,0,1,7,24,5,5,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,3,4,6,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,2,3,5,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,1,7,27,7,9,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,6,2,3,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,3,4,3,4,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,4,4,3,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,6,10,3,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,5,10,4,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,5,8,2,9,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0,0,66,5,43,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,6,4,4,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,2,5,29,4,8,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,1,8,24,3,10,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,8,9,2,7,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,1,7,29,5,8,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,22,1,0,0,1,6,28,7,4,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,1,8,8,5,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,21,0,3,0,0,2,7,9,6,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,5,6,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,1,6,25,5,7,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,2,1,0,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,6,9,6,3,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,22,1,0,0,0,13,4,7,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,16,6,0,0,0,3,4,3,0,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,1,7,28,9,5,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,11,7,5,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,118,0,0,0,1,69,26,46,2,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,1,5,25,6,4,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,3,10,6,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,3,3,5,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,2,6,4,5,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,6,6,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,1,6,28,5,9,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,9,10,4,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,2,5,2,4,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,111,0,0,0,0,66,4,43,0,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,1,7,27,7,5,3,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,32,1,0,0,1,16,25,8,5,3,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,4,11,4,3,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,2,10,4,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,3,8,4,4,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,7,4,4,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,16,1,0,0,2,9,22,3,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,7,0,30,0,3,0,1,5,30,12,9,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,1,4,8,2,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,2,0,121,0,0,0,1,69,27,46,4,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,2,0,20,1,0,0,1,7,25,5,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,16,1,0,0,1,7,26,3,4,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,1,2,10,5,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,21,0,3,0,0,2,6,9,7,2,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,22,1,0,0,1,9,26,7,4,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,3,1,3,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,25,1,0,0,0,13,10,6,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,2,0,25,6,0,0,1,6,29,6,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,3,8,4,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,5,5,2,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,26,1,0,0,1,8,29,5,7,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,2,4,3,4,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0,0,0,11,10,5,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,4,4,1,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,0,0,11,7,6,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,122,0,0,0,1,69,29,46,3,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,5,11,4,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,3,2,3,4,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,5,3,1,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,6,0,23,0,3,0,0,2,12,10,6,2,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,8,1,5,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,7,0,32,0,3,0,1,5,29,13,13,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,3,0,23,6,0,0,1,6,28,4,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,112,0,0,0,1,66,9,44,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,1,5,28,4,8,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,1,6,25,5,8,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,3,5,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,1,7,25,4,12,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,5,10,5,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,111,0,0,0,0,66,4,43,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,5,3,1,6,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,1,8,9,5,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,2,9,5,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,1,7,29,5,8,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,2,4,4,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,5,4,2,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,120,0,0,0,1,69,28,46,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,16,1,0,0,1,7,24,3,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,7,22,5,7,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,10,2,0,0,1,4,25,2,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,4,9,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,3,11,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,5,2,1,9,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,0,0,10,2,5,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,5,3,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,117,0,0,0,1,69,26,45,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,2,9,3,5,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0,0,0,11,10,5,3,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,2,3,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,5,3,2,8,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,15,1,0,0,1,7,26,2,4,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,3,7,4,5,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,3,5,5,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,5,7,2,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,31,1,0,0,1,15,27,9,4,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,1,4,9,2,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,4,5,3,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,6,5,2,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,4,2,1,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,0,4,7,3,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,27,1,0,0,1,14,25,7,6,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,1,8,26,3,9,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,120,0,0,0,1,69,30,44,1,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,6,0,25,0,3,0,0,4,14,10,8,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,1,0,19,6,0,0,0,6,11,3,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,1,2,10,3,5,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,7,2,3,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,1,4,9,2,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,4,2,2,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,2,4,4,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,1,0,0,0,0,2,0,27,6,0,0,1,5,31,5,4,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,1,6,29,4,12,2,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,3,2,6,2,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,31,1,0,0,1,14,26,7,8,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,1,2,10,5,6,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,1,6,8,4,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,7,4,4,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,7,6,4,2,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,1,5,26,5,5,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,3,10,1,3,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,2,9,5,3,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,9,2,4,2,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,6,7,2,8,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,1,8,25,3,12,1,0,0,0,0,1
0,0,0,0,0,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,6,11,6,3,1,0,0,0,0,1
